"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","oxygen delivery accessories","cylinder assembly units","40","40","units","actual","","","Table B3","Province: Muchinga Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","oxygen delivery accessories","cylinder assembly units","63","63","units","actual","","","Table B3","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","oxygen delivery accessories","cylinder assembly units","90","90","units","actual","","","Table B3","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Southern","surveyed facilities","oxygen delivery accessories","cylinder assembly units","390","390","units","actual","","","Table B3","Province: Southern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","oxygen delivery accessories","cylinder assembly units","57","57","units","actual","","","Table B3","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","408","408","units","actual","","Level 1 (district)","Table B3","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","718","718","units","actual","","Level 2 (provincial)","Table B3","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","1292","1,292","units","actual","","Level 3 (national)","Table B3","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","4","4","units","actual","","Level 4 (specialized)","Table B3","Facility level: Level 4 (specialized) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","147","147","units","actual","","","Table B3","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","2275","2,275","units","actual","","","Table B3","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","10","10","units","actual","","","Table B3","Managing authority: Government, nonpublic Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","2283","2,283","units","actual","","","Table B3","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","oxygen delivery accessories","cylinder assembly units","129","129","units","actual","","","Table B3","Managing authority: Public, NGO, faith-based Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","oxygen treatment","oxygen concentrators 3 L","126","126","concentrators","actual","","","Table B4","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","oxygen treatment","oxygen concentrators 5 L","117","117","concentrators","actual","","","Table B4","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","oxygen treatment","oxygen concentrators 8 L","77","77","concentrators","actual","","","Table B4","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","oxygen treatment","oxygen concentrators 10 L","55","55","concentrators","actual","","","Table B4","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","oxygen treatment","oxygen concentrators >10 L","6","6","concentrators","actual","","","Table B4","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","oxygen treatment","oxygen concentrators 3 L","243","243","concentrators","actual","","","Table B4","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","oxygen treatment","oxygen concentrators 5 L","216","216","concentrators","actual","","","Table B4","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","oxygen treatment","oxygen concentrators 8 L","194","194","concentrators","actual","","","Table B4","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","oxygen treatment","oxygen concentrators 10 L","126","126","concentrators","actual","","","Table B4","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","oxygen treatment","oxygen concentrators >10 L","3","3","concentrators","actual","","","Table B4","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","oxygen treatment","oxygen concentrators 3 L","167","167","concentrators","actual","","","Table B4","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","oxygen treatment","oxygen concentrators 5 L","164","164","concentrators","actual","","","Table B4","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","oxygen treatment","oxygen concentrators 8 L","137","137","concentrators","actual","","","Table B4","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","oxygen treatment","oxygen concentrators 10 L","78","78","concentrators","actual","","","Table B4","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","oxygen treatment","oxygen concentrators >10 L","37","37","concentrators","actual","","","Table B4","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","oxygen treatment","oxygen concentrators 3 L","63","63","concentrators","actual","","","Table B4","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","oxygen treatment","oxygen concentrators 5 L","60","60","concentrators","actual","","","Table B4","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","oxygen treatment","oxygen concentrators 8 L","58","58","concentrators","actual","","","Table B4","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","oxygen treatment","oxygen concentrators 10 L","57","57","concentrators","actual","","","Table B4","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","oxygen treatment","oxygen concentrators >10 L","5","5","concentrators","actual","","","Table B4","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen treatment","oxygen concentrators 3 L","321","321","concentrators","actual","","","Table B4","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen treatment","oxygen concentrators 5 L","269","269","concentrators","actual","","","Table B4","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen treatment","oxygen concentrators 8 L","212","212","concentrators","actual","","","Table B4","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen treatment","oxygen concentrators 10 L","216","216","concentrators","actual","","","Table B4","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","oxygen treatment","oxygen concentrators >10 L","115","115","concentrators","actual","","","Table B4","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","oxygen treatment","oxygen concentrators 3 L","38","38","concentrators","actual","","","Table B4","Province: Muchinga Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","oxygen treatment","oxygen concentrators 5 L","38","38","concentrators","actual","","","Table B4","Province: Muchinga Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","oxygen treatment","oxygen concentrators 8 L","28","28","concentrators","actual","","","Table B4","Province: Muchinga Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","oxygen treatment","oxygen concentrators 10 L","13","13","concentrators","actual","","","Table B4","Province: Muchinga Original source-state label: reported.",""
